CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
312d68c2595294fc935b685f6a14224d26fc74a0f862dd68003b56fb660dd6cdb3525239bef65ab6f696259375620b71332ba90672ab030bc0eb9a3266a8ade0,JC255787,,05/09/2019 07:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/09/2019 08:30:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2200,S,LEAVITT ST,1034.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7,5,5,41.8520506227,-87.6808888562,POINT (-87.68088885618 41.852050622684)
81232584fbc9f3e512ee5a0ce6b4dc08c59a83969958058c15bbe0a756d581cead29f624a65b7c51a88f096e94d88d4d07fe59c30ac794d3bd23764006d268b4,JG152450,,02/12/2023 01:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",02/14/2023 01:22:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10701,S,WENTWORTH AVE,513.0,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,1,2,41.6997705865,-87.6279401551,POINT (-87.627940155053 41.699770586498)
93b3f68463b07bf73b907fc181fa0d4535da7feeb019d42a8f57b34bf273f131bd11f6b46b372712b20d402176894c0fefefba0a324e323f10208514c2ca50f7,JG277119,,05/27/2023 10:25:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",05/27/2023 10:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1840,N,KIMBALL AVE,1422.0,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,7,5,41.9149157608,-87.7119866922,POINT (-87.711986692232 41.914915760761)
a23b0555ba2686af64333bd98b1a6f212d413797b2888625d4d5f1e5aaa78f0ff7156fbd763a2cdd553f93894162b5ff9b0db6bec5b3c4cd22c9372563bef7c6,JF478575,,11/17/2022 07:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/17/2022 08:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4237,W,GLADYS AVE,1132.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,5,11,41.8759880138,-87.7319061543,POINT (-87.731906154317 41.875988013769)
8fe2b443f8d90e87d844daa8746bb5818a1d6f322d1a4cdff6bfa0c20848cec0eec64238544c971ad82451fdb9ed004d7ff32021b8eb6a2382613e93ef292eaa,JA482267,,10/23/2017 09:15:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,WET,UNKNOWN,,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,10/23/2017 09:48:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,3000,W,LAKE ST,1222.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9,2,10,41.884187654,-87.7014111681,POINT (-87.701411168075 41.884187653953)
3e008370a38c2b0a0438eb2260c68fea6a04aa5a5e7cfc3c9c7d820bf9c56a8001ff5e003d2c81bc13e4b2f6a31fc8e6ad9beef09193650c89e283409dab0640,JE295783,,07/01/2021 05:00:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/09/2021 02:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,101,S,LAKE SHORE DR SB,114.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,7,41.8808569263,-87.6171033844,POINT (-87.617103384378 41.880856926277)
e0bfb9a8a1f0e5525b5907457c7726045b40e0f0197c823fda898dfb19eabb92a4f3d0faacd8c63bd76f18d49ba48816be380e6531eb597135deddfc5bc633f1,JA497040,,11/01/2017 12:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/03/2017 10:51:00 AM,FOLLOWING TOO CLOSELY,DISTRACTION - FROM INSIDE VEHICLE,1600,E,93RD ST,413.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,4,11,41.7261003822,-87.5849155191,POINT (-87.584915519134 41.726100382181)
15d42db99566cf41ed092bec5122f79ba44fbd305ad56a0241c3f3d706308e9151b6fd85ff212b4c3b3ffd3c2a40ab6fd67eaf649349ece9597af5f73fcef69f,JE314904,,07/26/2021 02:03:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",07/26/2021 02:41:00 PM,FOLLOWING TOO CLOSELY,DISTRACTION - FROM INSIDE VEHICLE,780,W,DIVERSEY PKWY,1934.0,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,14,2,7,41.9328312254,-87.6489491745,POINT (-87.648949174491 41.932831225404)
964eb4d6f90db38d5502c8f60cbe5d54c181005fb18c8ff8041eebbf333eb1edc3c813695f1a72aed439c28090f560075ae05d25ab7568b19e13a7192016f485,JF428832,Y,10/09/2022 04:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/10/2022 10:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7300,N,WESTERN AVE,2411.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,1,10,42.0141839829,-87.6903783498,POINT (-87.69037834982 42.014183982852)
521cdc20068aa1f3ff64c3005a1636afe83c4daed6cad50daa0ace4a63723b173606953b34a204d3c3ad6bea71026a3e5efc8558038c181fa6d514c3b1a19b86,JF510576,,12/14/2022 04:50:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DARKNESS,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",12/14/2022 04:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3701,W,CERMAK RD,1013.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,12,41.8515231455,-87.717493427,POINT (-87.717493426999 41.85152314551)
cd0a8316a97254052e2bb57c451d0091450085d83096466a256c992095da716f052c91660cd474d50f55d085d6c2665c3bbc45d5c924e803bf85a5782f8e2cdb,JC480047,,10/20/2019 05:11:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/20/2019 07:10:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,7201,W,IRVING PARK RD,1631.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,1,10,41.9526554062,-87.8073313241,POINT (-87.807331324127 41.952655406155)
6ee2fd06a02245e2a0d4b36990b4cba0511599b002ad98aaed22891a3898eeb974cdc46b94fec24552903916fce854252bd99b31784a6708a0e4eb105bd44b6f,JC183668,,03/13/2019 08:45:00 AM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",03/13/2019 08:46:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,4501,W,BELMONT AVE,2521.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,4,3,41.9388178999,-87.7395558679,POINT (-87.739555867949 41.938817899907)
88218e15d97be0941281d9b73ca1797fb1699fe50b919de41553b9c82f7cd572f37a15a9943f0578c86af4ed360d567e720361d4976a21d41cbd8a7ddadc14d7,JG111385,,01/10/2023 06:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/10/2023 06:17:00 PM,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5100,S,ASHLAND AVE,932.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,3,1,41.8012250602,-87.6649209577,POINT (-87.664920957694 41.801225060191)
fa06202398cae8001e61a1369b049bb2d52408c834f438ac1a749e6d0b5241d30cd2332774af0d2805d61dc8067aae4ab851998f94b433d33d97c135814bc1bc,JC298015,Y,06/08/2019 07:00:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,06/08/2019 07:12:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER TURNING/NO SIGNAL,4400,W,CONGRESS PKWY,1131.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19,7,6,41.8743399012,-87.7353653588,POINT (-87.735365358848 41.874339901217)
e4b18fd45542b7afbf04e8308126fd58f1aa8d2433b0ec5a279c651bac02f8232f2779940877b524011caae8686b6a24386ddcb4379ac8356045df516807d791,JD351861,,08/31/2020 04:20:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/31/2020 05:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,600,S,WESTERN AVE,1135.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,2,8,41.873845896,-87.6863812944,POINT (-87.686381294359 41.873845896018)
ffda82f45c8fe059bba945d934afce6e8395f1f3e2f2e17f1cf2562798b0af1cb36793b159092521e844ba42e97f811eff8aee8396f1d8bcda0c30a67b47473b,JD426210,,11/09/2020 03:20:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/09/2020 03:50:00 PM,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,5100,S,WOLCOTT AVE,932.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,2,11,41.8011638502,-87.6722189816,POINT (-87.672218981618 41.801163850203)
8857c6b71a750ae19295d488f5e99596853b77e08232592ce5adc6ddee89fdca085abd86e9efdb2e00d5527834d2c2ce1edbe6718ad7581d89c1864ef232ddcb,HZ561686,,12/22/2016 05:43:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/22/2016 06:11:00 PM,NOT APPLICABLE,NOT APPLICABLE,6127,S,KEATING AVE,813.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,5,12,41.781271019,-87.7410165381,POINT (-87.741016538075 41.781271018995)
ac9531de37b5bc75c7d4402dd35492f2856b888522f502ea2d8cbabc835e4bdf1e85573b6d2bad37542bf8df70df93cf72a7e646f9f15a51a1e9604951cd6760,JF162938,,03/04/2022 11:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/04/2022 11:20:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6400,S,CICERO AVE,813.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,6,3,41.7765116011,-87.7423723414,POINT (-87.742372341405 41.776511601051)
14299dc7292d82914fd7c59bfeccc5961635fadfb26cd8d6f44c3043e747fe0d63195fbf4e4d536c6b056f434fbd3e9362302129b082788fdc5e030b85cc9d38,JE135129,,02/07/2021 12:05:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/07/2021 01:50:00 PM,NOT APPLICABLE,NOT APPLICABLE,745,N,DAMEN AVE,1221.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,1,2,41.8954744615,-87.6768927747,POINT (-87.676892774684 41.895474461496)
436ec19c3464e1351134865da79f4531654d83d343e769399c0b032260871a8f982b0ee69905b6b9cc083bbfff68a27521fcd7132868d1c4871ed014063ba010,HZ328455,,06/29/2016 01:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",06/29/2016 02:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,220,W,WASHINGTON ST,122.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,4,6,41.8833191595,-87.6344908509,POINT (-87.63449085086 41.883319159519)
411914719098cb50cf7cbad0aab04f74bd8a2831034a1c503b37db2b5994a6f37d315d829fa2f5ed12dd2a7dd0191d17183b8b386eeffaafdbaff5d81a1ab357,JD230241,,05/11/2020 11:25:00 AM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",05/12/2020 08:45:00 AM,IMPROPER BACKING,NOT APPLICABLE,10701,S,WESTERN AVE,2212.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,2,5,41.6990180292,-87.6812391676,POINT (-87.681239167602 41.699018029218)
1b27a188caaa146c9ff9326d15dcb9338f32184d0b01de2224f543d7512a4a0a80b34a43d079d5eb0f70d2905678ff6c9407556f82aa0c253e8895244105d9db,JE102387,,01/03/2021 06:00:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/03/2021 06:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,1234,N,KEDZIE AVE,1422.0,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,18,1,1,41.9038025173,-87.7069665997,POINT (-87.706966599657 41.90380251733)
9ac8689a6e46ff1e5e04b365100e376acd74b6d754707ef00efac54eedee42adf77c0be0447471ff3a3f8670f6d8cd16ae97fc59ff17ea7c4994437f989d5211,JG301121,,06/13/2023 06:30:00 PM,30,UNKNOWN,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",06/14/2023 05:10:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,2900,S,DAMEN AVE,912.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,3,6,41.8394022166,-87.675557142,POINT (-87.675557141968 41.839402216623)
1b2801f66cdffddab09616da3a3980ed3c32d119de73ee7bdc117be6c002d062be5c94b75a3a9a1c6c027f75f4cfd380eb39d157f5a64634905b56dd1cbb95c9,HZ427554,,09/09/2016 06:30:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",09/09/2016 08:15:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,7900,S,GREEN ST,621.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,6,9,41.7505303011,-87.6453986653,POINT (-87.645398665341 41.750530301051)
51ad793b7559365bea92a44e7ea22e2d4d13ea4382e227522fddbc907f742f8fdcc9b52776dad844bea4641e6bce354997f8153f84e78de08ee33561ab166d6e,JB249860,,05/04/2018 03:34:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",05/04/2018 03:36:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1000,S,CANAL ST,124.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,5,41.8697140979,-87.6394222598,POINT (-87.639422259758 41.869714097949)
9c675707ffd2a86d4c9a614826ba29a4fd643660c2e1854ac1a8fcdcda211c840f9e3c833720ac5d49e07a54d38cf2543506f453d8284f803e81a550de6145e5,JF408528,,09/24/2022 06:21:00 AM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DRIVEWAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",09/24/2022 06:52:00 AM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",FAILING TO REDUCE SPEED TO AVOID CRASH,11530,S,YALE AVE,522.0,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,7,9,41.6843063321,-87.6290056004,POINT (-87.629005600379 41.684306332101)
dc4e20768a98872bea182ba8fc377ae286a4ab7012e241c7ce30ccf394d5528774846ec6c7f9152925d0feaf089f7e1c8dfe34ab10dcf86e053dd824cd2f60d7,JB347386,,07/13/2018 12:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANIMAL,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/13/2018 12:49:00 AM,ANIMAL,NOT APPLICABLE,6691,N,CALDWELL AVE,1621.0,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,6,7,42.002736876,-87.7780964274,POINT (-87.778096427385 42.002736876011)
5b8eb6e7eb7acf050509870f74f31a0898f91b3137cb5d4ed956463f5fb644804d2ede77261473cb4c43efc756e09d33342f7d6f796d0721ce73ea858145b555,JG359436,,07/28/2023 12:07:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/28/2023 12:12:00 PM,FOLLOWING TOO CLOSELY,DISTRACTION - FROM INSIDE VEHICLE,2,W,LOWER WACKER DR,111.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,6,7,41.8870689368,-87.6280672255,POINT (-87.628067225526 41.887068936825)
d8ee064565321f721c128bc1682797ca4d6b42f697a6242bf0cbffc0faef23fd01ad509045347f35cabc49548dbe1c92dd0690cae43381f620c2d68167789e06,JB393292,,08/14/2018 02:52:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,08/14/2018 04:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5100,S,WOLCOTT AVE,932.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14,3,8,41.8011638502,-87.6722189816,POINT (-87.672218981618 41.801163850203)
868a154b3c22416394c063288e29cd90994c7b60cae695f6f80975d5d96cae0032d22a2cb5befeb1c0d6d16ca5b6c697572e72f6ae3293f5fedd9cd0eba39d1b,JB514250,,11/13/2018 11:30:00 AM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,CURVE ON HILLCREST,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 11:31:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,5800,N,CUMBERLAND AVE,1614.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,3,11,41.9845299005,-87.8367282024,POINT (-87.836728202353 41.984529900475)
93e6793ce262878adc2c47b8d57008f2415f88e7d0fea2f5d750b3171210970015a3fe4041a4c03d53c8bcdb5ffb33570fc04ea89c40824f5a5be0aeb214fbb1,JB231110,,04/20/2018 12:43:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/20/2018 01:10:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER BACKING,3000,N,CLARK ST,1934.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,6,4,41.9364403254,-87.6480062116,POINT (-87.64800621163 41.936440325368)
6e14686a9c878c31afbdcb03ea81a24ef51900dea38002d17839acdcdbb57afc00593c145f6e21ec42a917df2b80392e4b2dbdd1cc294edfff815a71f7a117f3,JF372412,,08/27/2022 12:26:00 PM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",08/27/2022 12:32:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7235,S,JEFFERY BLVD,333.0,,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,8,41.7633256953,-87.5760925791,POINT (-87.576092579134 41.763325695263)
5e274e83112f90af3d826451a9eb110dc8a541107260e6ece7ac8082753477d38f9ebbd75dfee872adfdf0faff6b1bfcdc05cb88591d8cb9e6e9bc839e66ae51,JD271244,Y,06/21/2020 04:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",06/21/2020 10:32:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8644,S,DORCHESTER AVE,412.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,6,41.7373372101,-87.5904334646,POINT (-87.590433464603 41.737337210147)
